id,product_name,retail_price,image,description,brand
472,Akin Cotton Bath & Hand Towel Set,1399,"[""http://img6a.flixcart.com/image/bath-towel/u/g/j/akin78-akin-red-brown-cotton-towels-set-of-4-bath-towels-2-hand-1100x1100-imaeetavgnwmwgbj.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/u/g/j/akin78-akin-red-brown-cotton-towels-set-of-4-bath-towels-2-hand-original-imaeetavgnwmwgbj.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/u/g/j/akin78-akin-red-brown-cotton-towels-set-of-4-bath-towels-2-hand-original-imaejprhjmy4h7hp.jpeg""]","Key Features of Akin Cotton Bath & Hand Towel Set Skin friendly Excellent Absorbance Good Durabilty Greater longevity,Akin Cotton Bath & Hand Towel Set (4 Bath Towel, Red, Brown) Price: Rs. 699 Akin Towels Form An Essential Part Of The Home Furnishing Collection Of Every Household. Made of 100 percent Fine Quality cotton. In Addition To Being Soft, The Fabric Has Good Durability. Akin Towels Are Skin Friendly, Come With High Water Absorbance, Quick Drying and Easy Washing qualities of these towels ensures greater longevity. Your Bath Linen Collection Is Incomplete Without These Towels. Bath Towel::Length=55, Width=28, Hand Towel::Length=24, Width=17.,Specifications of Akin Cotton Bath & Hand Towel Set (4 Bath Towel, Red, Brown) Bath Towel Features Machine Washable Yes Material Cotton Design Plain General Brand Akin GSM 450 Type Bath & Hand Towel Set Model Name Red & Brown Cotton Towels - Set Of 4 ( Bath Towels - 2, Hand Towels - 2) Ideal For Girls, Boys Model ID Akin78 Character Plain Size Large, Medium Color Red, Brown Dimensions Weight 980 g Length 55 inch Width 28 inch In the Box Number of Contents in Sales Package 4 Sales Package 4 Bath Towel",Akin
473,DeStudio Large Wall Stickers Sticker,899,"[""http://img6a.flixcart.com/image/sticker/j/f/v/ds-12404-2-destudio-125-flower-pot-multi-color-wall-stickers-1100x1100-imaejpybbfypwcqz.jpeg"", ""http://img6a.flixcart.com/image/sticker/j/f/v/ds-12404-2-destudio-125-flower-pot-multi-color-wall-stickers-original-imaejpybbfypwcqz.jpeg"", ""http://img5a.flixcart.com/image/sticker/j/f/v/ds-12404-2-destudio-125-flower-pot-multi-color-wall-stickers-original-imaejpybswhue5pv.jpeg"", ""http://img5a.flixcart.com/image/sticker/f/c/d/ds-12465-3-destudio-60-positive-vibes-only-multi-color-wall-original-imaegf2vhghufqat.jpeg"", ""http://img5a.flixcart.com/image/sticker/f/c/d/ds-12465-3-destudio-60-positive-vibes-only-multi-color-wall-original-imaejm6x8bmh5ybh.jpeg"", ""http://img6a.flixcart.com/image/sticker/f/c/d/ds-12465-3-destudio-60-positive-vibes-only-multi-color-wall-original-imaee4zvamhq6fzj.jpeg""]","Key Features of DeStudio Large Wall Stickers Sticker Size 125 X 100 cms Rectangular Ship in 24 hrs PVC/Vinyl Flim,Specifications of DeStudio Large Wall Stickers Sticker (Pack of 1) In The Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Sheet of Wall Sticker : 42Inch X 12Inch General Ideal Use Kids Bedroom, Child Bedroom, Bed Room, Living Room, Kitchen Brand DeStudio Shape Rectangular Scratch-resistant Yes Laminated Yes Type Wall Stickers Number of Stickers 1 Size in Number 125 cm Material Matte Finish Multi Color PVC Vinyl Flim Lamination Type Matte Size Large Dimensions Weight 225 g Height 100 cm Other Dimensions Wall Covering Area : 125cm X 100cm Width 125 cm Warranty Caution : DON'T apply to Textured, Rough or Uneven Wall Surface, Which will weaken the adhesive strength and also Avoid applying it on walls with moisture or direct sunlight. Additional Features Product Dimensions : 42Inch X 12Inch",DeStudio
474,DeStudio Large Wall Stickers Sticker,899,"[""http://img6a.flixcart.com/image/sticker/r/t/n/ds-12483-2-destudio-140-two-birds-with-red-heart-multi-color-1100x1100-imaejpybsz2hcuhm.jpeg"", ""http://img6a.flixcart.com/image/sticker/r/t/n/ds-12483-2-destudio-140-two-birds-with-red-heart-multi-color-original-imaejpybsz2hcuhm.jpeg"", ""http://img6a.flixcart.com/image/sticker/r/t/n/ds-12483-2-destudio-140-two-birds-with-red-heart-multi-color-original-imaejpybfeuud8yt.jpeg"", ""http://img5a.flixcart.com/image/sticker/f/c/d/ds-12465-3-destudio-60-positive-vibes-only-multi-color-wall-original-imaegf2vhghufqat.jpeg"", ""http://img5a.flixcart.com/image/sticker/f/c/d/ds-12465-3-destudio-60-positive-vibes-only-multi-color-wall-original-imaejm6x8bmh5ybh.jpeg"", ""http://img6a.flixcart.com/image/sticker/f/c/d/ds-12465-3-destudio-60-positive-vibes-only-multi-color-wall-original-imaee4zvamhq6fzj.jpeg""]","Key Features of DeStudio Large Wall Stickers Sticker Size 140 X 120 cms Rectangular Ship in 24 hrs PVC/Vinyl Flim,Specifications of DeStudio Large Wall Stickers Sticker (Pack of 1) In The Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Sheet of Wall Sticker : 42Inch X 12Inch General Ideal Use Kids Bedroom, Child Bedroom, Bed Room, Living Room, Kitchen Brand DeStudio Shape Rectangular Scratch-resistant Yes Laminated Yes Type Wall Stickers Number of Stickers 1 Size in Number 140 cm Material Matte Finish Multi Color PVC Vinyl Flim Lamination Type Matte Size Large Dimensions Weight 225 g Height 120 cm Other Dimensions Wall Covering Area : 140cm X 120cm Width 140 cm Warranty Caution : DON'T apply to Textured, Rough or Uneven Wall Surface, Which will weaken the adhesive strength and also Avoid applying it on walls with moisture or direct sunlight. Additional Features Product Dimensions : 42Inch X 12Inch",DeStudio
475,"JewelKraft Designs Brown, Pink Table Linen Set",800,"[""http://img5a.flixcart.com/image/table-linen-set/2/g/g/mn-411-jewelkraft-designs-1100x1100-imaehqtyj3rqbgrk.jpeg"", ""http://img6a.flixcart.com/image/table-linen-set/2/g/g/mn-411-jewelkraft-designs-original-imaehqtyj3rqbgrk.jpeg""]","Specifications of JewelKraft Designs Brown, Pink Table Linen Set General Brand JewelKraft Designs Design Code MN Style Code 411 Color Brown, Pink In the Box Sales Package 6 table mats 6 napkins",JewelKraft Designs
476,JewelKraft Designs Grey Table Linen Set,800,"[""http://img5a.flixcart.com/image/table-linen-set/8/a/v/mn-412-jewelkraft-designs-original-imaehqu9afhxhvtn.jpeg"", ""http://img6a.flixcart.com/image/table-linen-set/8/a/v/mn-412-jewelkraft-designs-original-imaehqu9afhxhvtn.jpeg"", ""http://img6a.flixcart.com/image/table-linen-set/8/a/v/mn-412-jewelkraft-designs-original-imaehquawt52bnvc.jpeg""]",Specifications of JewelKraft Designs Grey Table Linen Set General Brand JewelKraft Designs Design Code MN Style Code 412 Color Grey In the Box Sales Package 6 table mats 6 napkins,JewelKraft Designs
477,Lab No. 4 Analog 30 cm Dia Wall Clock,950,"[""http://img5a.flixcart.com/image/wall-clock/t/j/c/cs075mx1a1w-lab-no-4-analog-do-what-you-love-quotes-classic-original-imaegg6ccevcbfnh.jpeg"", ""http://img6a.flixcart.com/image/wall-clock/t/j/c/cs075mx1a1w-lab-no-4-analog-do-what-you-love-quotes-classic-original-imaegg6ccevcbfnh.jpeg""]","Key Features of Lab No. 4 Analog 30 cm Dia Wall Clock White Round Width: 30 cm Height: 30 cm,Lab No. 4 Analog 30 cm Dia Wall Clock (White, With Glass) Price: Rs. 750 ""Do What You Love."" Style and quality at its best, the Wall Clock by Lab No. 4 is the perfect addition to your home. It features a magnificent design that makes it look appealing. The clock works on high performance quartz movement that provides long lasting usage. It is made from premium quality Solid plastic that makes it durable and long lasting. The Clock is artistically decorated to make your surrounding more aesthetically pleasant. The Clock Gives More Beautiful View With Designer Walls. Note: Requires one AA battery, which is not included.,Specifications of Lab No. 4 Analog 30 cm Dia Wall Clock (White, With Glass) General Mechanism Quartz Model Number CS075MX1A1W Display Features Display Size 11 inch Dimensions Diameter 30 cm Weight 650 g Height 30 cm Width 30 cm Power Features Battery Type 1 AA Size Batteries Power Source Battery Powered Luxury Luxury Clock Yes Additional Features Made of quality material which ensures longevity Adds beauty to the wall apart from showing time Body Features Case Color Silver Dial Shape Round Case/Bezel Material Plastic Number of Hands 3 Dial Color Multicolor Dial Material Plastic In the Box Number of Contents in Sales Package Pack of 1 Sales Package Wall Clock",Lab No. 4
478,sovam Checkered Cushions Cover,1699,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/w/h/m/9630-ab124-sovam-1100x1100-imaejcfvjkkyb6bu.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/w/h/m/9630-ab124-sovam-original-imaejcfvjkkyb6bu.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/w/h/m/9630-ab124-sovam-original-imaejefcqxrjxbmv.jpeg""]","Key Features of sovam Checkered Cushions Cover Width 32 cm,sovam Checkered Cushions Cover (Pack of 5, 32 cm, Orange) Price: Rs. 690 It is a set of 5 cushion covers having hand gold print design.,Specifications of sovam Checkered Cushions Cover (Pack of 5, 32 cm, Orange) General Closure Zipper Brand sovam Suitable For Cushions Design Code 9630 Material Cotton Style Code AB124 Thread Count 58 Pattern Checkered Color Orange Dimensions Width 12 inch / 32 cm In the Box Number of Contents in Sales Package Pack of 5 Sales Package 5 Cushion Cover",sovam
479,Tidy Printed Cushions Cover,4050,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/p/x/4/rmcc-rmcc709-tidy-original-imaejh4g4f26psy7.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/p/x/4/rmcc-rmcc709-tidy-original-imaejh4g4f26psy7.jpeg""]","Key Features of Tidy Printed Cushions Cover 100% Pure Cotton High Quality Excellent Design,Specifications of Tidy Printed Cushions Cover (Pack of 9, 50 cm*50 cm, Multicolor) General Brand Tidy Suitable For Cushions Design Code RMCC Type Square Material Cotton Style Code RMCC709 Pattern Printed Color Multicolor Dimensions Height 19 inch / 50 cm Width 19 inch / 50 cm Fabric Care Gentle Wash In the Box Number of Contents in Sales Package Pack of 9 Sales Package Cushion pillow Cover",Tidy
480,JBC Collection Cotton Printed Single Bedsheet,799,"[""http://img5a.flixcart.com/image/bedsheet/v/8/y/sing569-51-jbc-collection-fitted-flat-cotton-single-bedsheet-1100x1100-imaejgx6wkkj6cxg.jpeg"", ""http://img5a.flixcart.com/image/bedsheet/v/8/y/sing569-51-jbc-collection-fitted-flat-cotton-single-bedsheet-original-imaejgx6wkkj6cxg.jpeg""]","Key Features of JBC Collection Cotton Printed Single Bedsheet Single Bedsheet Without Pillow Cover 100% Pure Cottn Printed Bedsheet Size-60*90Inch,Specifications of JBC Collection Cotton Printed Single Bedsheet (1 Bedsheet, Multicolor) General Brand JBC Collection Type Fitted & Flat Model Name Cotton Single Bedsheet Without Pillow Cover Material Cotton Model ID sing569-51 Fabric Care Machine Wash, Do Not Bleach Size Single Color Multicolor Dimensions Flat Sheet Width 59 inch / 152 cm Fitted Sheet Width 150 cm Fitted Sheet Depth 5 cm Fitted Sheet Length 226 cm Flat Sheet Depth 4 cm Flat Sheet Length 89 inch / 228 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet",JBC Collection
481,SANTOSH ROYAL FASHION Cotton Printed Double Bedsheet,2499,"[""http://img6a.flixcart.com/image/bedsheet/c/d/h/carkcd-11-santosh-royal-fashion-fitted-flat-animal-cartton-1100x1100-imaejgy4vrgrgkpc.jpeg"", ""http://img5a.flixcart.com/image/bedsheet/c/d/h/carkcd-11-santosh-royal-fashion-fitted-flat-animal-cartton-original-imaejgy4vrgrgkpc.jpeg""]","Key Features of SANTOSH ROYAL FASHION Cotton Printed Double Bedsheet Cartton bedsheet 100% Pure Cotton Bedhseet Double Bedsheet with 2 Pillow Cover,Specifications of SANTOSH ROYAL FASHION Cotton Printed Double Bedsheet (1 bedsheet,2 pillow cover, Multicolor) General Machine Washable Yes Brand SANTOSH ROYAL FASHION Type Fitted & Flat Model Name Animal & Cartton Printed Cotton Double Bedsheet With 2 Pillow Cover Material Cotton Model ID carkcd-59 Character Mickey Mouse & Animals Fabric Care Machine Wash, Do Not Bleach Size Double Color Multicolor Dimensions Flat Sheet Width 88 inch / 226 cm Fitted Sheet Width 225 cm Pillow Cover Width 16 inch / 43 cm Pillow Cover Length 26 inch / 68 cm Fitted Sheet Depth 3 cm Fitted Sheet Length 275 cm Flat Sheet Depth 4 cm Flat Sheet Length 108 inch / 276 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 bedsheet,2 pillow cover",SANTOSH ROYAL FASHION
482,JBC Collection Cotton Printed Single Bedsheet,799,"[""http://img6a.flixcart.com/image/bedsheet/3/s/9/sing569-18-jbc-collection-fitted-flat-cotton-single-bedsheet-1100x1100-imaejgx6aaebuszh.jpeg"", ""http://img6a.flixcart.com/image/bedsheet/3/s/9/sing569-18-jbc-collection-fitted-flat-cotton-single-bedsheet-original-imaejgx6aaebuszh.jpeg""]","Key Features of JBC Collection Cotton Printed Single Bedsheet Single Bedsheet Without Pillow Cover 100% Pure Cottn Printed Bedsheet Size-60*90Inch,Specifications of JBC Collection Cotton Printed Single Bedsheet (1 Bedsheet, Multicolor) General Brand JBC Collection Type Fitted & Flat Model Name Cotton Single Bedsheet Without Pillow Cover Material Cotton Model ID sing569-18 Fabric Care Machine Wash, Do Not Bleach Size Single Color Multicolor Dimensions Flat Sheet Width 59 inch / 152 cm Fitted Sheet Width 150 cm Fitted Sheet Depth 5 cm Fitted Sheet Length 226 cm Flat Sheet Depth 4 cm Flat Sheet Length 89 inch / 228 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet",JBC Collection
483,JBC Collection Cotton Printed Single Bedsheet,799,"[""http://img5a.flixcart.com/image/bedsheet/s/d/n/sing569-72-jbc-collection-fitted-flat-cotton-single-bedsheet-1100x1100-imaejgx6pjkhq3xz.jpeg"", ""http://img5a.flixcart.com/image/bedsheet/s/d/n/sing569-72-jbc-collection-fitted-flat-cotton-single-bedsheet-original-imaejgx6pjkhq3xz.jpeg""]","Key Features of JBC Collection Cotton Printed Single Bedsheet Single Bedsheet Without Pillow Cover 100% Pure Cottn Printed Bedsheet Size-60*90Inch,Specifications of JBC Collection Cotton Printed Single Bedsheet (1 Bedsheet, Multicolor) General Brand JBC Collection Type Fitted & Flat Material Cotton Model Name Cotton Single Bedsheet Without Pillow Cover Model ID sing569-72 Color Multicolor Size Single Fabric Care Machine Wash, Do Not Bleach Dimensions Flat Sheet Width 59 inch / 152 cm Fitted Sheet Width 150 cm Fitted Sheet Depth 5 cm Fitted Sheet Length 226 cm Flat Sheet Depth 4 cm Flat Sheet Length 89 inch / 228 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet",JBC Collection
484,JBC Collection Cotton Printed Single Bedsheet,799,"[""http://img6a.flixcart.com/image/bedsheet/v/c/z/sing569-63-jbc-collection-fitted-flat-cotton-single-bedsheet-1100x1100-imaejgx6khhkxsug.jpeg"", ""http://img5a.flixcart.com/image/bedsheet/v/c/z/sing569-63-jbc-collection-fitted-flat-cotton-single-bedsheet-original-imaejgx6khhkxsug.jpeg""]","Key Features of JBC Collection Cotton Printed Single Bedsheet Single Bedsheet Without Pillow Cover 100% Pure Cottn Printed Bedsheet Size-60*90Inch,Specifications of JBC Collection Cotton Printed Single Bedsheet (1 Bedsheet, Multicolor) General Brand JBC Collection Type Fitted & Flat Model Name Cotton Single Bedsheet Without Pillow Cover Material Cotton Model ID sing569-63 Fabric Care Machine Wash, Do Not Bleach Size Single Color Multicolor Dimensions Flat Sheet Width 59 inch / 152 cm Fitted Sheet Width 150 cm Fitted Sheet Depth 5 cm Fitted Sheet Length 226 cm Flat Sheet Depth 4 cm Flat Sheet Length 89 inch / 228 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet",JBC Collection
